,Time,NonPr,Printable,Materials,Env_Materials,#Replicator,#Normal,#Assembler,#Printer,#Assembling,#Printing,#Collecting,#Idle,#Repair,#In,#Out,Average Build Quality in-service,Average Build Quality of System,#WasteReplicator,#WasteNormal,#WasteAssembler,#WastePrinter,Environment Exhaust Time,Printable Exhaust Time,NonPr Exhaust Time,Material Exhaust Time,Average Risk,Print Capacity,Assembling Capacity,Collection Capacity,#Tasks before failure
62,62.0,135.0,1.0,1.0,318.0,76.0,10.0,0.0,0.0,8.0,14.0,10.0,50.0,4.0,86.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.20930232558139536,76.0,76.0,86.0,2
63,63.0,131.0,0.0,1.0,311.0,78.0,11.0,0.0,0.0,7.0,17.0,7.0,47.0,11.0,89.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.2247191011235955,78.0,78.0,89.0,2
64,64.0,129.0,1.0,1.0,306.0,80.0,11.0,0.0,0.0,7.0,12.0,5.0,52.0,15.0,91.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.2087912087912088,80.0,80.0,91.0,2
65,65.0,124.0,1.0,1.0,296.0,82.0,11.0,0.0,0.0,8.0,15.0,10.0,50.0,10.0,93.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.1827956989247312,82.0,82.0,93.0,2
66,66.0,120.0,0.0,1.0,289.0,85.0,11.0,0.0,0.0,9.0,17.0,7.0,52.0,11.0,96.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.1875,85.0,85.0,96.0,2
67,67.0,118.0,1.0,1.0,284.0,87.0,11.0,0.0,0.0,9.0,12.0,5.0,62.0,10.0,98.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.1836734693877551,87.0,87.0,98.0,2
68,68.0,113.0,1.0,1.0,274.0,92.0,11.0,0.0,0.0,7.0,15.0,10.0,62.0,9.0,103.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.1553398058252427,92.0,92.0,103.0,2
69,69.0,109.0,1.0,1.0,266.0,94.0,12.0,0.0,0.0,6.0,18.0,8.0,55.0,19.0,106.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.20754716981132076,94.0,94.0,106.0,2
70,70.0,106.0,1.0,1.0,260.0,96.0,12.0,0.0,0.0,7.0,14.0,6.0,66.0,15.0,108.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.2222222222222222,96.0,96.0,108.0,2
71,71.0,100.0,0.0,1.0,249.0,97.0,13.0,0.0,0.0,9.0,17.0,11.0,59.0,14.0,110.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.22727272727272727,97.0,97.0,110.0,2
72,72.0,96.0,0.0,2.0,240.0,100.0,13.0,0.0,0.0,8.0,19.0,9.0,56.0,21.0,113.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.20353982300884957,100.0,100.0,113.0,2
73,73.0,92.0,0.0,1.0,233.0,103.0,14.0,0.0,0.0,7.0,16.0,7.0,69.0,18.0,117.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.21367521367521367,103.0,103.0,117.0,2
74,74.0,86.0,1.0,1.0,220.0,104.0,15.0,0.0,0.0,9.0,21.0,13.0,65.0,11.0,119.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.24369747899159663,104.0,104.0,119.0,2
75,75.0,81.0,1.0,1.0,210.0,106.0,15.0,0.0,0.0,12.0,23.0,10.0,64.0,12.0,121.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.24793388429752067,106.0,106.0,121.0,2
76,76.0,77.0,0.0,1.0,203.0,109.0,15.0,0.0,0.0,13.0,17.0,7.0,74.0,13.0,124.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.21774193548387097,109.0,109.0,124.0,2
77,77.0,71.0,1.0,1.0,190.0,115.0,15.0,0.0,0.0,13.0,20.0,13.0,72.0,12.0,130.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.2,115.0,115.0,130.0,2
78,78.0,65.0,0.0,1.0,179.0,119.0,16.0,0.0,0.0,12.0,24.0,11.0,64.0,24.0,135.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.1925925925925926,119.0,119.0,135.0,2
79,79.0,61.0,1.0,1.0,170.0,125.0,17.0,0.0,0.0,9.0,20.0,9.0,80.0,24.0,142.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.19718309859154928,125.0,125.0,142.0,2
80,80.0,54.0,1.0,1.0,156.0,129.0,17.0,0.0,0.0,10.0,23.0,14.0,81.0,18.0,146.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.18493150684931506,129.0,129.0,146.0,2
81,81.0,48.0,0.0,1.0,145.0,133.0,17.0,0.0,0.0,12.0,25.0,11.0,82.0,20.0,150.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.19333333333333333,133.0,133.0,150.0,2
