,Configuration,#Tasks before failure,RiskThreshold,Time,NonPr,Printable,Materials,Env_Materials,#Replicator,#Normal,#Assembler,#Printer,#Assembling,#Printing,#Collecting,#Idle,#Repair,#In,#Out,Average Build Quality in-service,Average Build Quality of System,#WasteReplicator,#WasteNormal,#WasteAssembler,#WastePrinter,Environment Exhaust Time,Printable Exhaust Time,NonPr Exhaust Time,Material Exhaust Time,Average Risk,Print Capacity,Assembling Capacity,Collection Capacity,MTBF,MTTR,MDT,Aoss
243,HHO,10,0.7,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.928,0.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
244,HHO,2,0.7,49.0,180.0,1.0,1.0,408.0,47.0,9.0,0.0,0.0,7.0,10.0,4.0,27.0,8.0,56.0,0.0,0.897,0.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.2857142857142857,47.0,47.0,56.0,2348937710334443.5,0.0371511550765874,24.04206349206349,0.9999999999999898
245,HHO,3,0.7,49.0,148.0,0.0,7.0,339.0,49.0,14.0,0.0,0.0,9.0,26.0,13.0,3.0,12.0,63.0,0.0,0.946,0.946,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.3968253968253968,49.0,49.0,63.0,2.619911099259484e+22,0.03268991282689912,28.840476190476195,1.0
246,HHO,5,0.7,49.0,143.0,0.0,1.0,335.0,71.0,14.0,0.0,0.0,10.0,21.0,13.0,35.0,6.0,85.0,0.0,0.948,0.948,0.0,0.0,0.0,0.0,0.0,49.0,0.0,49.0,0.29411764705882354,71.0,71.0,85.0,9.809065776096796e+36,0.024891101431238336,36.8,1.0
247,HHO,10,0.7,49.0,141.0,1.0,1.0,330.0,68.0,15.0,0.0,0.0,11.0,28.0,14.0,24.0,6.0,83.0,0.0,0.891,0.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.3132530120481928,68.0,68.0,83.0,1.59320145330123e+42,0.025210084033613446,34.666666666666664,1.0
248,HHO,2,0.7,99.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
249,HHO,3,0.7,99.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.929,0.929,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
250,HHO,5,0.7,99.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.881,0.881,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
251,HHO,10,0.7,99.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.936,0.936,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
252,HHO,2,0.7,249.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.851,0.851,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
253,HHO,3,0.7,249.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.877,0.877,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
254,HHO,5,0.7,249.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.87,0.87,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
255,HHO,10,0.7,249.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.901,0.901,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
256,HHO,2,0.7,499.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.908,0.908,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
257,HHO,3,0.7,499.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.859,0.859,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
258,HHO,5,0.7,499.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.906,0.906,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
259,HHO,10,0.7,499.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.883,0.883,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
260,HHO,2,0.7,999.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.948,0.948,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
261,HHO,3,0.7,999.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.88,0.88,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
262,HHO,5,0.7,999.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.889,0.889,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
263,HHO,10,0.7,999.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.922,0.922,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
264,HHO,2,0.8,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.944,0.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
265,HHO,3,0.8,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.922,0.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
266,HHO,5,0.8,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.908,0.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
267,HHO,10,0.8,19.0,269.0,38.0,50.0,500.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,0.879,0.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,8.0,8.0,6.637037037037038,1.6,0.5,0.9299429164504411
268,HHO,2,0.8,49.0,180.0,1.0,1.0,408.0,47.0,9.0,0.0,0.0,7.0,10.0,4.0,27.0,8.0,56.0,0.0,0.917,0.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.2857142857142857,47.0,47.0,56.0,2348937710334443.5,0.0371511550765874,24.04206349206349,0.9999999999999898
269,HHO,3,0.8,49.0,148.0,0.0,7.0,339.0,49.0,14.0,0.0,0.0,9.0,26.0,13.0,3.0,12.0,63.0,0.0,0.886,0.886,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.3968253968253968,49.0,49.0,63.0,2.619911099259484e+22,0.03268991282689912,28.840476190476195,1.0
270,HHO,5,0.8,49.0,143.0,0.0,1.0,335.0,71.0,14.0,0.0,0.0,10.0,21.0,13.0,35.0,6.0,85.0,0.0,0.943,0.943,0.0,0.0,0.0,0.0,0.0,49.0,0.0,49.0,0.29411764705882354,71.0,71.0,85.0,9.809065776096796e+36,0.024891101431238336,36.8,1.0
271,HHO,10,0.8,49.0,141.0,1.0,1.0,330.0,68.0,15.0,0.0,0.0,11.0,28.0,14.0,24.0,6.0,83.0,0.0,0.899,0.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.3132530120481928,68.0,68.0,83.0,1.59320145330123e+42,0.025210084033613446,34.666666666666664,1.0
272,HHO,2,0.8,99.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.86,0.86,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
273,HHO,3,0.8,99.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.864,0.864,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
274,HHO,5,0.8,99.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.861,0.861,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
275,HHO,10,0.8,99.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.865,0.865,0.0,0.0,0.0,0.0,99.0,0.0,99.0,99.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
276,HHO,2,0.8,249.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.95,0.95,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
277,HHO,3,0.8,249.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.927,0.927,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
278,HHO,5,0.8,249.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.904,0.904,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
279,HHO,10,0.8,249.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.909,0.909,0.0,0.0,0.0,0.0,249.0,0.0,249.0,249.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
280,HHO,2,0.8,499.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
281,HHO,3,0.8,499.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.941,0.941,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
282,HHO,5,0.8,499.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.914,0.914,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
283,HHO,10,0.8,499.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.923,0.923,0.0,0.0,0.0,0.0,499.0,0.0,499.0,499.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
284,HHO,2,0.8,999.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.924,0.924,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,167.0,167.0,194.0,1.0436022845039152e+40,0.011137432379874837,62.537301587301585,1.0
285,HHO,3,0.8,999.0,0.0,49.0,1.0,0.0,133.0,31.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,0.935,0.935,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,133.0,133.0,164.0,8.685338342507766e+47,0.013138343630249471,59.44642857142857,1.0
286,HHO,5,0.8,999.0,0.0,49.0,1.0,0.0,156.0,33.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,189.0,0.0,0.852,0.852,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,156.0,156.0,189.0,1.5707132435729536e+72,0.011768167107972932,65.18333333333334,1.0
287,HHO,10,0.8,999.0,0.0,49.0,1.0,0.0,141.0,41.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,182.0,0.0,0.883,0.883,0.0,0.0,0.0,0.0,999.0,0.0,999.0,999.0,0.0,141.0,141.0,182.0,1.584138177473687e+89,0.011940298507462688,71.74999999999999,1.0
288,CHE,2,0.5,19.0,293.0,93.0,88.0,455.0,0.0,6.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,8.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,1.0,1.0,8.0,95.82222222222225,0.14285714285714285,7.0,0.9319213313161876
289,CHE,3,0.5,19.0,292.0,92.0,96.0,446.0,0.0,7.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,9.0,0.0,0.915,0.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,1.0,1.0,9.0,2419.2000000000003,0.13333333333333333,7.0,0.9971148297749567
290,CHE,5,0.5,19.0,292.0,92.0,103.0,439.0,0.0,7.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,9.0,0.0,0.867,0.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,1.0,1.0,9.0,90999.99999999999,0.125,8.0,0.9999120956399438
291,CHE,10,0.5,19.0,291.0,91.0,108.0,433.0,0.0,8.0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,10.0,0.0,0.927,0.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,1.0,10.0,5547261.176470588,0.11764705882352941,8.0,0.9999985578489622
292,CHE,2,0.5,49.0,283.0,83.0,313.0,220.0,0.0,16.0,1.0,1.0,1.0,1.0,8.0,0.0,8.0,18.0,0.0,0.916,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,1.0,1.0,18.0,42516.73846153848,0.058823529411764705,17.0,0.9996003172865848
293,CHE,3,0.5,49.0,281.0,81.0,379.0,152.0,0.0,18.0,1.0,1.0,1.0,1.0,18.0,0.0,0.0,20.0,0.0,0.897,0.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.0,1.0,20.0,402699988.10810804,0.05405405405405406,18.0,0.9999999553017141
294,CHE,5,0.5,49.0,279.0,79.0,441.0,88.0,0.0,20.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,22.0,0.0,0.932,0.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9545454545454546,1.0,1.0,22.0,10397464058689.025,0.04878048780487805,20.0,0.9999999999980764
295,CHE,10,0.5,49.0,278.0,78.0,507.0,21.0,0.0,22.0,1.0,1.0,0.0,0.0,20.0,0.0,4.0,24.0,0.0,0.876,0.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,1.0,1.0,24.0,2.4921094067397603e+19,0.044444444444444446,22.0,1.0
296,CHE,2,0.5,99.0,266.0,66.0,516.0,0.0,0.0,33.0,1.0,1.0,1.0,1.0,0.0,33.0,0.0,35.0,0.0,0.853,0.853,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.02857142857142857,1.0,1.0,35.0,3768058.3111111107,0.044444444444444446,22.0,0.9999941614832532
297,CHE,3,0.5,99.0,262.0,62.0,512.0,0.0,0.0,37.0,1.0,1.0,1.0,1.0,0.0,37.0,0.0,39.0,0.0,0.858,0.858,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.02564102564102564,1.0,1.0,39.0,9858288342.638306,0.0425531914893617,22.0,0.9999999977683752
298,CHE,5,0.5,99.0,258.0,58.0,508.0,0.0,0.0,41.0,1.0,1.0,1.0,1.0,0.0,41.0,0.0,43.0,0.0,0.936,0.936,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.023255813953488372,1.0,1.0,43.0,267507959496990.5,0.043478260869565216,23.0,0.9999999999999141
299,CHE,10,0.5,99.0,255.0,55.0,505.0,0.0,0.0,44.0,1.0,1.0,1.0,1.0,0.0,44.0,0.0,46.0,0.0,0.919,0.919,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.021739130434782608,1.0,1.0,46.0,1.629465319207834e+20,0.043478260869565216,23.0,1.0
300,CHE,2,0.5,249.0,216.0,16.0,466.0,0.0,0.0,83.0,1.0,1.0,1.0,1.0,0.0,83.0,0.0,85.0,0.0,0.894,0.894,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.011764705882352941,1.0,1.0,85.0,3502600.4960072786,0.044444444444444446,22.0,0.9999937189919768
301,CHE,3,0.5,249.0,206.0,6.0,456.0,0.0,0.0,93.0,1.0,1.0,1.0,1.0,0.0,93.0,0.0,95.0,0.0,0.852,0.852,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.010526315789473684,1.0,1.0,95.0,9039182086.526545,0.0425531914893617,22.0,0.9999999975661514
302,CHE,5,0.5,249.0,198.0,0.0,446.0,0.0,0.0,101.0,1.0,1.0,1.0,1.0,0.0,101.0,0.0,103.0,0.0,0.891,0.891,0.0,0.0,0.0,0.0,249.0,249.0,0.0,0.0,0.009708737864077669,1.0,1.0,103.0,245133306065787.6,0.043478260869565216,23.0,0.9999999999999062
303,CHE,10,0.5,249.0,194.0,1.0,437.0,0.0,0.0,106.0,1.0,1.0,0.0,1.0,0.0,107.0,0.0,108.0,0.0,0.859,0.859,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,1.0,1.0,108.0,1.8254522627638824e+20,0.043478260869565216,23.0,1.0
304,CHE,2,0.5,499.0,167.0,1.0,383.0,0.0,0.0,133.0,1.0,1.0,0.0,1.0,0.0,134.0,0.0,135.0,0.0,0.922,0.922,0.0,0.0,0.0,0.0,499.0,0.0,0.0,0.0,0.0,1.0,1.0,135.0,3383341.457353598,0.044444444444444446,22.0,0.9999934975948409
305,CHE,3,0.5,499.0,157.0,2.0,362.0,0.0,0.0,143.0,1.0,1.0,0.0,1.0,0.0,143.0,1.0,145.0,0.0,0.863,0.863,0.0,0.0,0.0,0.0,499.0,0.0,0.0,0.0,0.006896551724137931,1.0,1.0,145.0,8880916265.419363,0.0425531914893617,22.0,0.9999999975227781
306,CHE,5,0.5,499.0,146.0,0.0,342.0,0.0,0.0,153.0,1.0,1.0,1.0,1.0,0.0,153.0,0.0,155.0,0.0,0.879,0.879,0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0,0.0064516129032258064,1.0,1.0,155.0,238776275358199.2,0.043478260869565216,23.0,0.9999999999999036
307,CHE,10,0.5,499.0,137.0,1.0,323.0,0.0,0.0,162.0,1.0,1.0,1.0,1.0,0.0,162.0,0.0,164.0,0.0,0.898,0.898,0.0,0.0,0.0,0.0,499.0,0.0,0.0,0.0,0.006097560975609756,1.0,1.0,164.0,1.9036925350007597e+20,0.043478260869565216,23.0,1.0
308,CHE,2,0.5,999.0,84.0,2.0,216.0,0.0,0.0,216.0,1.0,1.0,0.0,1.0,0.0,216.0,1.0,218.0,0.0,0.89,0.89,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0045871559633027525,1.0,1.0,218.0,3357902.799779511,0.044444444444444446,22.0,0.9999934483345185
309,CHE,3,0.5,999.0,63.0,1.0,175.0,0.0,0.0,237.0,1.0,1.0,0.0,1.0,0.0,238.0,0.0,239.0,0.0,0.896,0.896,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,1.0,1.0,239.0,8847882058.212774,0.0425531914893617,22.0,0.9999999975135293
310,CHE,5,0.5,999.0,42.0,1.0,133.0,0.0,0.0,257.0,1.0,1.0,1.0,1.0,0.0,257.0,0.0,259.0,0.0,0.936,0.936,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.003861003861003861,1.0,1.0,259.0,241931504819430.3,0.043478260869565216,23.0,0.999999999999905
311,CHE,10,0.5,999.0,23.0,0.0,96.0,0.0,0.0,276.0,1.0,1.0,1.0,1.0,0.0,276.0,0.0,278.0,0.0,0.86,0.86,0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0,0.0035971223021582736,1.0,1.0,278.0,1.9641735642678732e+20,0.043478260869565216,23.0,1.0
312,CHE,2,0.6,19.0,293.0,93.0,88.0,455.0,0.0,6.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,8.0,0.0,0.887,0.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,1.0,1.0,8.0,95.82222222222225,0.14285714285714285,7.0,0.9319213313161876
313,CHE,3,0.6,19.0,292.0,92.0,96.0,446.0,0.0,7.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,9.0,0.0,0.921,0.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,1.0,1.0,9.0,2419.2000000000003,0.13333333333333333,7.0,0.9971148297749567
314,CHE,5,0.6,19.0,292.0,92.0,103.0,439.0,0.0,7.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,9.0,0.0,0.886,0.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,1.0,1.0,9.0,90999.99999999999,0.125,8.0,0.9999120956399438
315,CHE,10,0.6,19.0,291.0,91.0,108.0,433.0,0.0,8.0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,10.0,0.0,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,1.0,10.0,5547261.176470588,0.11764705882352941,8.0,0.9999985578489622
316,CHE,2,0.6,49.0,283.0,83.0,313.0,220.0,0.0,16.0,1.0,1.0,1.0,1.0,8.0,0.0,8.0,18.0,0.0,0.868,0.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,1.0,1.0,18.0,42516.73846153848,0.058823529411764705,17.0,0.9996003172865848
317,CHE,3,0.6,49.0,281.0,81.0,379.0,152.0,0.0,18.0,1.0,1.0,1.0,1.0,18.0,0.0,0.0,20.0,0.0,0.916,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.0,1.0,20.0,402699988.10810804,0.05405405405405406,18.0,0.9999999553017141
318,CHE,5,0.6,49.0,279.0,79.0,441.0,88.0,0.0,20.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,22.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9545454545454546,1.0,1.0,22.0,10397464058689.025,0.04878048780487805,20.0,0.9999999999980764
319,CHE,10,0.6,49.0,278.0,78.0,507.0,21.0,0.0,22.0,1.0,1.0,0.0,0.0,20.0,0.0,4.0,24.0,0.0,0.894,0.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,1.0,1.0,24.0,2.4921094067397603e+19,0.044444444444444446,22.0,1.0
320,CHE,2,0.6,99.0,266.0,66.0,516.0,0.0,0.0,33.0,1.0,1.0,1.0,1.0,0.0,33.0,0.0,35.0,0.0,0.882,0.882,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.02857142857142857,1.0,1.0,35.0,3768058.3111111107,0.044444444444444446,22.0,0.9999941614832532
321,CHE,3,0.6,99.0,262.0,62.0,512.0,0.0,0.0,37.0,1.0,1.0,1.0,1.0,0.0,37.0,0.0,39.0,0.0,0.915,0.915,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.02564102564102564,1.0,1.0,39.0,9858288342.638306,0.0425531914893617,22.0,0.9999999977683752
322,CHE,5,0.6,99.0,258.0,58.0,508.0,0.0,0.0,41.0,1.0,1.0,1.0,1.0,0.0,41.0,0.0,43.0,0.0,0.913,0.913,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.023255813953488372,1.0,1.0,43.0,267507959496990.5,0.043478260869565216,23.0,0.9999999999999141
323,CHE,10,0.6,99.0,255.0,55.0,505.0,0.0,0.0,44.0,1.0,1.0,1.0,1.0,0.0,44.0,0.0,46.0,0.0,0.86,0.86,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.021739130434782608,1.0,1.0,46.0,1.629465319207834e+20,0.043478260869565216,23.0,1.0
324,CHE,2,0.6,249.0,216.0,16.0,466.0,0.0,0.0,83.0,1.0,1.0,1.0,1.0,0.0,83.0,0.0,85.0,0.0,0.919,0.919,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.011764705882352941,1.0,1.0,85.0,3502600.4960072786,0.044444444444444446,22.0,0.9999937189919768
325,CHE,3,0.6,249.0,206.0,6.0,456.0,0.0,0.0,93.0,1.0,1.0,1.0,1.0,0.0,93.0,0.0,95.0,0.0,0.874,0.874,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.010526315789473684,1.0,1.0,95.0,9039182086.526545,0.0425531914893617,22.0,0.9999999975661514
