,Time,NonPr,Printable,Materials,Env_Materials,#Replicator,#Normal,#Assembler,#Printer,#Assembling,#Printing,#Collecting,#Idle,#Repair,#In,#Out,Average Build Quality in-service,Average Build Quality of System,#WasteReplicator,#WasteNormal,#WasteAssembler,#WastePrinter,Environment Exhaust Time,Printable Exhaust Time,NonPr Exhaust Time,Material Exhaust Time,Average Risk,Print Capacity,Assembling Capacity,Collection Capacity,#Tasks before failure
57,57.0,124.0,4.0,32.0,262.0,0.0,0.0,41.0,37.0,12.0,27.0,12.0,3.0,24.0,78.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.48717948717948717,37.0,41.0,78.0,2
58,58.0,120.0,7.0,23.0,260.0,0.0,0.0,41.0,39.0,12.0,29.0,2.0,8.0,29.0,80.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.475,39.0,41.0,80.0,2
59,59.0,110.0,4.0,8.0,258.0,0.0,0.0,44.0,40.0,13.0,28.0,2.0,12.0,29.0,84.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.36904761904761907,40.0,44.0,84.0,2
60,60.0,104.0,3.0,9.0,246.0,0.0,0.0,44.0,41.0,15.0,28.0,12.0,6.0,24.0,85.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.43529411764705883,41.0,44.0,85.0,2
61,61.0,98.0,4.0,2.0,240.0,0.0,0.0,45.0,45.0,13.0,24.0,6.0,21.0,26.0,90.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.35555555555555557,45.0,45.0,90.0,2
62,62.0,92.0,6.0,2.0,226.0,0.0,0.0,46.0,46.0,14.0,27.0,14.0,15.0,22.0,92.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.3804347826086957,46.0,46.0,92.0,2
63,63.0,82.0,2.0,2.0,210.0,0.0,0.0,48.0,49.0,14.0,30.0,16.0,17.0,20.0,97.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.4329896907216495,49.0,48.0,97.0,2
64,64.0,78.0,4.0,1.0,201.0,0.0,0.0,48.0,52.0,13.0,26.0,9.0,26.0,26.0,100.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,64.0,0.49,52.0,48.0,100.0,2
65,65.0,68.0,4.0,2.0,180.0,0.0,0.0,50.0,53.0,15.0,30.0,21.0,12.0,25.0,103.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,64.0,0.6213592233009708,53.0,50.0,103.0,2
66,66.0,62.0,4.0,2.0,168.0,0.0,0.0,52.0,54.0,15.0,32.0,12.0,24.0,23.0,106.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,64.0,0.5283018867924528,54.0,52.0,106.0,2
67,67.0,52.0,1.0,2.0,151.0,0.0,0.0,54.0,57.0,15.0,29.0,17.0,18.0,32.0,111.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,64.0,0.6306306306306306,57.0,54.0,111.0,2
68,68.0,46.0,5.0,1.0,136.0,0.0,0.0,54.0,59.0,16.0,33.0,15.0,17.0,32.0,113.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,64.0,0.6017699115044248,59.0,54.0,113.0,2
69,69.0,38.0,3.0,1.0,122.0,0.0,0.0,58.0,60.0,15.0,30.0,14.0,26.0,33.0,118.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,64.0,0.652542372881356,60.0,58.0,118.0,2
70,70.0,28.0,4.0,1.0,101.0,0.0,0.0,60.0,61.0,17.0,35.0,21.0,17.0,31.0,121.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,64.0,0.7024793388429752,61.0,60.0,121.0,2
71,71.0,20.0,1.0,4.0,85.0,0.0,0.0,61.0,65.0,16.0,34.0,16.0,27.0,33.0,126.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,64.0,0.626984126984127,65.0,61.0,126.0,2
72,72.0,10.0,5.0,1.0,64.0,0.0,0.0,63.0,66.0,18.0,37.0,21.0,18.0,35.0,129.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,64.0,0.7596899224806202,66.0,63.0,129.0,2
73,73.0,2.0,3.0,1.0,50.0,0.0,0.0,64.0,69.0,18.0,38.0,14.0,31.0,32.0,133.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,0.0,64.0,0.6766917293233082,69.0,64.0,133.0,2
74,74.0,0.0,18.0,2.0,30.0,0.0,0.0,64.0,74.0,14.0,33.0,20.0,19.0,52.0,138.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,74.0,64.0,0.7536231884057971,74.0,64.0,138.0,2
75,75.0,0.0,38.0,1.0,11.0,0.0,0.0,64.0,78.0,10.0,39.0,19.0,35.0,39.0,142.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,0.0,20.0,74.0,64.0,0.6408450704225352,78.0,64.0,142.0,2
76,76.0,0.0,49.0,1.0,0.0,0.0,0.0,66.0,81.0,5.0,31.0,11.0,83.0,17.0,147.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.3945578231292517,81.0,66.0,147.0,2
77,77.0,0.0,49.0,1.0,0.0,0.0,0.0,68.0,83.0,1.0,11.0,0.0,133.0,6.0,151.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.1390728476821192,83.0,68.0,151.0,2
78,78.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.013157894736842105,83.0,69.0,152.0,2
79,79.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
80,80.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
81,81.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
82,82.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
83,83.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
84,84.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
85,85.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
86,86.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
87,87.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
88,88.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
89,89.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
90,90.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
91,91.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
92,92.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
93,93.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
94,94.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
95,95.0,0.0,49.0,1.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,152.0,0.0,152.0,0.0,0.856,0.856,0.0,0.0,0.0,0.0,76.0,20.0,74.0,64.0,0.0,83.0,69.0,152.0,2
